Andrew V.,5.0 star rating,10/09/21, Fantastic , Fantastic 
Greg F.,5.0 star rating,10/09/21, Love it ," 1 serving, first thing, every morning. Body feels great. Gut is happy. "
Jonathan B.,3.0 star rating,10/09/21," Great product, but too expensive. "," Love the product! I have used it, daily, for almost two months. However, due to the cost, plus the added shipping costs, I’m not sure I’ll continue to be a subscription member. I will miss it, though! "
Christine C.,5.0 star rating,10/09/21, Great product ," I was glad I gave it a try, great to have in the morning to start your day. I like to mix mines with cranberry juice! "
Jen M.,1.0 star rating,10/09/21, Did not like the flavor. , Did not like the flavor. Could barely choke it down 
Robert J.,5.0 star rating,10/09/21, Love it , Thanks 
Andrea H.,1.0 star rating,10/09/21, Doesn’t taste good. , It might be good for me but my first try of it was not tasty. I’ll have to find a different way to incorporate it into my dietary routine. 
glenn d.,5.0 star rating,10/08/21, My daily must-have ," Love how I feel after consuming this stuff. I mix it with Lion's Mane and water, blending it with a Ninja Fit, and away we go! "
JoAnn S.,3.0 star rating,10/08/21, The taste is good but , The taste is good but the price is expensive but I’m going to try to work it into my budget 
Connor P.,5.0 star rating,10/08/21, A Great Daily Boost ," I've been using AG for almost two months and it has become an important part of my morning routine. There's no ""buzz"" or jitters or crash associated; only clean, metabolic support. It's the perfect supplement for a healthy, active lifestyle. "
Callan S.,4.0 star rating,10/08/21, Love it! Wish the cost was a bit less. ," I always feel better when taking Athletic Greens. And it does reduce the amount of other vitamins to take. My only complaint is I wish the cost was less, or if there were an option to say, buy three months at a bigger reduction. "
Curtis T.,5.0 star rating,10/08/21, love this brand , worth the investment in your health/wellness 
Austin C.,5.0 star rating,10/08/21, Athletic greens , I love this best way I ever found to get what I need daily 
Courtney W.,5.0 star rating,10/08/21, Excellent Product , Absolutely love beginning my day with AG1. 
Jenna D.,5.0 star rating,10/08/21, Great product , The flavor is the best I’ve had in a green drink and the amount of vitamins they pack into a little scoop has made it the best way to start my day! 
Donna G.,5.0 star rating,10/08/21, Athletic greens ," I would recommend this product the taste is mild and tolerable, mixes easily and I’m feeling better. I’ve noticed better digestion and more energy. This product has replaced so many other vitamins and supplements I was taking and is of better quality in my opinion. "
Paul J.,3.0 star rating,10/08/21, Not motivated to continue , 90 days in so far. The product itself is not enjoyable to consume. I have not noticed any physical or physiological impact. 
Mike H.,5.0 star rating,10/08/21, New morning routine ," Loving it. It is now my new morning routine, prior to the first cup of joe ... started making one up before going to bed so it's ready to go after I kill the alarm. "
Clardean L.,5.0 star rating,10/07/21, AG1 Pouch , I love these products 
Sharon L.,5.0 star rating,10/07/21, Like the product , I like the idea of the product but don’t like the taste 
Emilia,1.0 star rating,10/07/21, Expensive & Terrible Taste , This taste absolutely terrible. I tried it for the very first time today and gagged. This is really expensive and a waste of money. I understand its benefits but I don't think I could get over the taste. 
Jessica V.,4.0 star rating,10/07/21, 3 month review , I absolutely feel the difference in energy and mood when taking athletic greens but do not take it daily after the first month since it is very pricey. 
Shelley L.,4.0 star rating,10/07/21, Tasty and easy way to , Tasty and easy way to get my greens in! 
Sonila Z.,5.0 star rating,10/07/21, Great product. , Love the ingredients. Easy and convenient to take for a busy schedule.all vitamins in one bottle. Helps with water intake as well. Highly recommend this product 
Jim R.,5.0 star rating,10/07/21, Great product! , Great product! 
kelly p.,5.0 star rating,10/07/21, I feel great after drinking this ," Great product, tastes okay, although I’m super picky. I haven’t been needing my pm coffee since drinking this. "
Andrew H.,2.0 star rating,10/07/21, Meh , Doesn’t seem to have much of an effect on my daily situation. 
Jimmy S.,5.0 star rating,10/07/21, Athletic Greens , Not so good taste — but I didn’t buy it for the the taste.  It works. Period. 
McKenna B.,5.0 star rating,10/06/21, Great Product- love my Athletic Greens! , Really excited found Athletic Greens. It's an affordable way for us to know we're getting the nutrients we need for each day! 
Christy B.,5.0 star rating,10/06/21, As good as I thought it would be ," I've been using Athletic Greens for almost a month and everything I had heard about it is true.   I have more energy and generally just feel better.   Highly recommend for anyone who's got some gaps in their nutrition. And let's be honest, that's most of us. "
Tyler M.,5.0 star rating,10/06/21, Love it ," I take AG every morning, it wakes me right up and I know my body is getting the nutrients it needs. 10/10 "
Liz L.,5.0 star rating,10/06/21, Good stuff for our body:) , Good stuff for our body:) 
Laurie V.,3.0 star rating,10/06/21, Pricey but seems to be good quality ," I've been using AG for about a month now. I find it tastes alright in cold water and dissolves fairly well. I'm not sure if it's better than Greens+ or any other green supplement but it certainly does cost more, especially for Canadians. The exchange rate + shipping fees make it quite a luxury item so I'm not sure I'll continue to purchase it. Plu...Read MoreRead more about review stating Pricey but seems to be good qualitys, I don't believe shipping a small bag of powdered greens to my house every month is great for the environment. Read LessRead less about review stating Pricey but seems to be good quality"
Ryan L.,5.0 star rating,10/06/21, Jumpstart Your Morning , I really do love Athletic Greens. It is the perfect way to jumpstart your morning. The cost may seem high but it is worth every penny.   It had helped me with my digestive issues greatly.   Customer service is always on point. During Hurricane Harvey when I was living in Houston they even sent a care package. It was a pleasant surp...Read MoreRead more about review stating Jumpstart Your Morningrise during a crazy time for us Houstonians.   My only caveat is that the shipping is very pricey at $9 monthly. I would love the option to ship 2-3 months worth of Athletic Greens for the same price. Read LessRead less about review stating Jumpstart Your Morning
Fiona R.,5.0 star rating,10/06/21, Nicely surprised. Thank you. ," Am a 73 year young active person and I love life. I refuse to use the words ""getting older"", so I didn't like the fact that I was getting into the habit of taking a nap (or getting lazy!) early in the afternoon. So I started into my Athletic Greens and almost immediately I was aware that my energy level maintained itself throughout the day. I didn...Read MoreRead more about review stating Nicely surprised. Thank you.'t NEED a rest, even though I could take one if I wanted to. I loved being back to my usual self. Read LessRead less about review stating Nicely surprised. Thank you."
Steven A.,5.0 star rating,10/06/21, Long time user of AG's , I have used AG's for 10 years. An incredibly simple way to consume the very best in all of your supplements. Convenient and excellent customer service throughout those years. 
Diane S.,3.0 star rating,10/06/21, Just ok ," They are a greens drink. Don’t make me feel any different and the price tag is much higher compared to other organic greens you can now get on the market. Mild taste, def drinkable. I just feel that if you eat healthy and get your veggies in, this is not necessary. "
Daniel H.,3.0 star rating,10/06/21," good source of nutrients, high price "," I will not be renewing subscription, cost per dose is not reasonable "
Roger J.,5.0 star rating,10/06/21, Excellent!!!! , Wonderful source of minerals 😁 
Barbara L.,5.0 star rating,10/06/21, Feeling Excellent , It’s been nearly two months since I started drinking athletic greens every morning. I feel stronger. I don’t feel hungry like I used to. The little packets work great for traveling. I’m thankful that I found your product. 
Sharm C.,5.0 star rating,10/06/21, Feeling healthy , Been using for 4 week. Noticed an up tick in energy and focus. Am able to intermittent fasting for longer which is an added benefit. 
Wade 4.,4.0 star rating,10/06/21, Great Product ," I’m very pleased with AG. I like knowing that, first thing in the morning, I’ve done so much for my health. "
Karen T.,5.0 star rating,10/06/21, Life changing ," At 43, my body noticeably changed. The supplements that I had been taking for years no longer seemed to be optimal. I stumbled upon athletic greens while on vacay, they were left in my room by the hotel as part of a health and wellness offering, something to try that might help to improve your health and wellness. So, I put them in my suitcase and...Read MoreRead more about review stating Life changing vowed to do the research before I ingested them. Fast forward, I have been taking Athletic greens for 2+ months every single day and have felt my body change. I have more energy, my skin looks better with a healthier glow, my stamina and recovery from workouts has improved vastly and my personal favorite; my gut and stomach health have improved tremendously, I no longer suffer from “phantom” smells, my stomach is less bloated throughout the day and my bowls are regular. To say that this product has changed my life, is an under statement. Thank you Athletic greens. Read LessRead less about review stating Life changing"
Andrew P.,4.0 star rating,10/06/21, Impressive , I drink athletic greens every morning. Helps tremendously with my energy levels and clear thinking. Great stuff. 
Thaddeus W.,5.0 star rating,10/06/21, Like the product. Just dont ," Like the product. Just dont use everyday, so suspended the monthly subscription "
Erica H.,5.0 star rating,10/06/21, Amazing , I love athletic greens. I’m a teacher and not a coffee drinker so this really wakes me up and gets me through the day. Sometimes i drink it just in water and other days I add it to my smoothie. Both are delish! 
Angie S.,5.0 star rating,10/06/21, THE BEST!! , This stuff is absolutely amazing! Taste good. And just knowing that I’m getting my greens in daily with just 8 oz of water and a scoop of greens makes me feel awesome! This really has helped my digestive system and just makes me feel better overall. Been taking daily for the last three months and will continue. 
Michelle W.,5.0 star rating,10/06/21, Love this product , Love this product 
Candice D.,5.0 star rating,10/06/21, Absolutely need this! ," I have enjoyed using this product for 2 months now. I can tell a difference when I don’t take it post workout. It has helped my recovery and many other things. I feel so good these days, thank you !! "
sophia k.,5.0 star rating,10/06/21, Feeling Great after 40 days , I’m finding that I’m feeling really good after 40 days on Athletic greens . I fell as though my body is finally getting what it really needs. It seems good is sometimes not enough with all the extra toxins and stress that it ensures with modern day life and this is filling the spots. Thanks AG for the support that my body and mind needs 🙏🏽 
Laura B.,5.0 star rating,10/06/21, All the goodness in one drink! ," This product has made my health life better. Now, I simply add the micronutrients that complement AG.  I have taken good care of my health for many years so my system welcomed a healthier, more natural, and complete way of supplying those vitamins, antioxidants, probiotics, and even the well researched goodness of mushrooms. I look forward...Read MoreRead more about review stating All the goodness in one drink! to AG first thing in the morning! Read LessRead less about review stating All the goodness in one drink!"
Nathan M.,5.0 star rating,10/06/21, Great taste , Works great easy to use and blend in shakes 
Mathew M.,5.0 star rating,10/06/21, I’m 19 and I love it ," I’m a very athletic and active 19 year old, I’ve been taking it for about 5months now and it has helped a lot. I’m not as sore now, and a big one for me, early morning aren’t that bad after I drink it. It's a great habit with all the amazing benefits. "
Liyan J.,5.0 star rating,10/06/21, I love this product..AG gives , I love this product..AG gives more energy to workout .thank you so much . 
Bernard C.,4.0 star rating,10/06/21, Very happy with the prompt , Very happy with the prompt service and also the product 
patty h.,4.0 star rating,10/05/21, I love this product! , I love this product but a bit expensive and should not have a shipping charge on top of this expensive cost. I dont know how long I can afford to buy this. 
Brian V.,5.0 star rating,10/05/21, Everyday Use ," Yes, I use it everyday, It's essential to my daily process of health and wellness. "
Sandi M.,5.0 star rating,10/05/21, Improved digestive health ," Since starting AG1 about 6 weeks ago, I have less bloating and gas. I’m very pleased with the results so far. "
Alex W.,5.0 star rating,10/05/21, Amazing product! ," I was skeptical at first, because im that type of person. But after using for 2 months I've gotta say, this stuff is amazing! The energy it gives makes it a perfect morning routine drink! No more energy drinks every morning as long as I've got my Athletic Greens! "
Zachary C.,4.0 star rating,10/05/21," Love athletic greens, but haven't received my second order yet. ", Still waiting for my second shipment of athletic greens. It has been about two weeks. Other than that athletic greens is the bomb dot com! 
JUSTINE G.,5.0 star rating,10/05/21, 5-star supplement ," AG offers an amazing product that has made impact on my daily health regiment, and well-being, in a very short period of time. There is truly no better nutritional vitamin supplement product on the market! "
Benoit P.,4.0 star rating,10/05/21, I like it but please work on the taste ," Hi! I like Athletic Greens and it definitely helps my energy level and mood. But after 2 months, I still have a hard time getting over the taste (works better blended in a smoothie). I fail to understand why something so healthy has to taste so artificial. I would much prefer have a minty or lemony taste. Bubblegum might be better suited for a kid...Read MoreRead more about review stating I like it but please work on the taste's product but as a grown up I would much more enjoy a more natural taste. Hopefully, we get more options in the near future. That being said, the benefits are worth the taste ;) Read LessRead less about review stating I like it but please work on the taste"
Sarah C.,4.0 star rating,10/05/21," Really expensive, but one of the best products out there "," I cringe at the price tag every month, but then never end up cancelling my subscription because I haven't ben able to find another powder that comes close to the content and quality of this one. The taste is not bad, and it is just bursting with vitamins and nutrients that support my health. So for now, I will continue buying it, even though it re...Read MoreRead more about review stating Really expensive, but one of the best products out thereally hurts to pay it. Read LessRead less about review stating Really expensive, but one of the best products out there"
Gina P.,5.0 star rating,10/05/21, Greens! , Enjoy the greens every morning post workout or even on their own. Makes the day better! 
Whitney S.,5.0 star rating,10/05/21, Fantastic! ," I love the taste, the ease, and trust the ingredients and the source! "
Dolf D.,5.0 star rating,10/05/21, Health in a pouch ," I feel so happy when my order of Athletic Greens arrives because I know for the next 30 days both my wife and I will get the vitamins, minerals and nutrients we need on a daily basis. That is piece of mind, "
Chris L.,3.0 star rating,10/05/21, Second month , I'm into my second month on AG and haven't really noticed much of a difference other than its a bit more tedious than just taking a multivitamin. 
Ryan B.,4.0 star rating,10/05/21, Love the product , Love the product 
Nolan C.,3.0 star rating,10/04/21," Good product, good company. But the price... "," Good product. Mixes nicely, tastes good for greens and has everything you need to keep you going. But the price Is simply preposterous..... There are many products that can be purchased from locally owned businesses for an average of about half the cost and provide identical benefits. Will continue using athletic greens for now to hopefully see th...Read MoreRead more about review stating Good product, good company. But the price...e magical benefits that are spoke about from using this product consistently but truthfully I don’t feel any different taking these greens than I do the others I have in the past. Read LessRead less about review stating Good product, good company. But the price..."
susanna h.,3.0 star rating,10/04/21, Too sweet fake sugar taste , Otherwise like a lot. 
Justin H.,5.0 star rating,10/04/21, Awesome , Awesome 
Cyndi W.,5.0 star rating,10/02/21, New client review , Light flavor and texture. Easy nutritious way to break my 16 hr fast and start my 8 hr period of intake. I add chia seeds to the drink for added protein. 
Neal C.,5.0 star rating,10/02/21, ENERGY PACKED NUTRITION! ," For a husband, father of two, and a teacher/professor, I feel that AG has given me the nutrition and energy to meet all of my personal, physical, and professional goals! "
Jessica F.,5.0 star rating,10/02/21, Huge Help for Digestion ," I have always had digestive issues, with severe gas and bloating most days of my life. Athletic Greens has finally changed that! I feel more energetic, am super regular, and just feel better over all. I’m an AG1 lifer! "
Jim W.,5.0 star rating,10/02/21, Excellent Support ," I had a concern and the representative was friendly, knowledgeable, and immediately resolved my concern on first contact. Much appreciated. "
Karena G.,5.0 star rating,10/02/21, A service well done! , Great energy and good start to the morning. Good service with the automatic refill package. 
Dawson K.,5.0 star rating,10/02/21, Read me , Love everything about the product. Feel better everyday I wake up and drink it. Gives me the natural energy to own the day. 
Bruce S.,5.0 star rating,10/02/21, Simply the best , All you need to help kickstart your day and to help you reach optimal health - go forward it! 
Silva B.,5.0 star rating,10/02/21, Great product & service , Great product & service 
Mehdi M.,5.0 star rating,10/02/21, Love it ! , I’m really impressed! I take a lot of vitamins and never felt anything but with this green powder I’m really feeling the difference. It’s incredible!  The taste and texture is not great but it’s worth it. 
Jon G.,5.0 star rating,10/02/21, Great product - average packaging ," The product itself is A+. Packaging needs work, the pouches aren’t ideal. The shaker bottle seal is junk. "
Chaz B.,5.0 star rating,10/02/21, Excellent ," So this new formula wasn’t as good tasting, not sure if it’s new or not but just tasted a little off. Regardless of the taste I notice a difference if I drink my athletic greens compared to if I don’t. I’ve had more energy way better moods and overall much happier. Stomach issues I was having are nearly gone. Not saying it’s a cure for all stomach...Read MoreRead more about review stating Excellent issues but it sure did help me with mine. Absolutely love the product. $100 for a bag that lasts a month seemed a bit steep but I decided I’d try it. I’m so happy I did. Keep up the amazing work. Read LessRead less about review stating Excellent"
Hana B.,5.0 star rating,10/02/21, Makes a world of difference ," Has such an impact on all aspects of life - health, digestion, sleep … great for a busy, athletic moms like me "
Caleb S.,5.0 star rating,10/01/21, Great customer service and good product , I’ve been using athletic greens for about 3 months now. I’ve had digestive issues before and I think athletic greens has helped sort that out as my diet hasn’t changed too much and my digestive issues have lessened since consuming this product. I usually get the product within 7 days which I find impressive since it’s being dispatched from the USA...Read MoreRead more about review stating Great customer service and good product and I’m in Australia. I had another delivery about 2 weeks ago. Unfortunately one of the bags had been punctured in transit. I emailed athletic greens and within a day I received an email letting me know another bag was on the way. Read LessRead less about review stating Great customer service and good product
mary O.,5.0 star rating,10/01/21, loving athletic greens , best tasting greens ever ! And I have tried them all ! 
Nick W.,4.0 star rating,10/01/21, Good Product , Doesn’t taste great (unless you like drinking wet sand) but I have noticed definite changes. My bowel movements have been much more consistent (sorry TMI) and I have a lot more energy and focus throughout the day. 
Tom A.,4.0 star rating,10/01/21, Settles very fast ," A lot of the powder settles very fast, I feel I have to shake the drink constantly right before drinking and even then it seems to settle before I drink. It’s a good tasting drink once I got used to the flavor. "
Sarah O.,5.0 star rating,10/01/21, A client recommended to me , Athletic Greens has been a game changer. Absolute best way to start my day! 
Laura S.,5.0 star rating,10/01/21, I love the daily boost , I love the daily boost from the greens and great customer service with your frequent emails and updates. 
Kellie P.,5.0 star rating,10/01/21, Daily routine. , So easy to add to my morning routine. I feel like I have more energy throughout the day with no afternoon crash or need for caffeine 
Rick P.,5.0 star rating,10/01/21, Love it , I look forward to taking Athletic Greens every day. Tastes great. 
Michelle M.,5.0 star rating,10/01/21, Best Vitamins Ever!!! ," I absolutely hate taking vitamins because of all the different ones one has to take and swallow down daily.  Until I found Athletic Greens. They taste amazing so I look forward to taking them first thing in the morning. They have all the essentials vitamins and nutrients and to top of off super powered herbs. Within a few days I noticed my...Read MoreRead more about review stating Best Vitamins Ever!!! energy levels were up, and lasting all day.  I have recommended them to everyone.  I am grateful for companies like Athletica Greens doing things right!!!  People want high quality that works and makes a difference. This is the first time in my life that I actually feel the benefits if taking vitamins.  Thank you 😊 Read LessRead less about review stating Best Vitamins Ever!!!"
Natalee D.,5.0 star rating,10/01/21, Love my AG , Love my AG 
Robert R.,5.0 star rating,10/01/21, Amazing , Feeling great … boost of energy for whole day !!!!! 
Kim M.,4.0 star rating,09/30/21, I dont care for the , I dont care for the taste..too sweet 
Darryl W.,5.0 star rating,09/30/21, Notable Improvements ," I enjoy the pleasant taste. My skin is loving AG, as well as my digestion. "
Janine T.,5.0 star rating,09/30/21, i get more energy daily , i get more energy daily 
Jerid O.,5.0 star rating,09/30/21, Taste great! , I knew I needed more healthy stuff in my diet so I ordered Athletic Greens. What I didn't expect was how yummy it is. 
Adam P.,4.0 star rating,09/30/21, Great way to start your day. ," It's a bit gritty. It tastes good. It's pricier than you'd think. It's easy to make and drink. ...and those are the worst parts. AG1 gives me a noticeable boost every morning, and I have more pep in my step through the afternoon, too. I've never experienced that with any other multivitamin or green drink. This stuff really is great! "
Alex H.,5.0 star rating,09/30/21, I love my greens 😋 , I love my greens 😋 
Dave K.,5.0 star rating,09/30/21, Best Greens Ever! ," These pack a relatively powerful punch and takes great as well. This is the first ""green drink"" I taken where I actually look forward to it in the mornings as part of my routine. "
Amy C.,5.0 star rating,09/30/21, I have officially been using , I have officially been using Athletic Greens for a month and half. The flavor is sort of a citrus with a twist of sweet. It took about a week for my adjust to the improvements.  I wake and drink about 8oz of water then I have my Greens. Go for my 2 mile walk. Then take the rest of my supplements. 
Jay S.,4.0 star rating,09/30/21," Great health benefits, but the taste. "," Wonderful stuff for daily energy and waking up/starting the day. However the taste of it is just, well you know its gotta be healthy ugh. Lol. "
Jessica M.,4.0 star rating,09/30/21, Love it but not the , Love it but not the price 
Benjamin T.,5.0 star rating,09/30/21, Go Green , This product is great. It’s simple to use and tastes great. The health benefits are wonderful. I’m in. 
Anthony K.,5.0 star rating,09/30/21, No fuss , It’s a breath of fresh air not having to put together all the ingredients for a great shake as well as not having to clean the machine after. Love it 
Jason L.,5.0 star rating,09/30/21, Great product and amazing service , I love my athletic greens and the support I get from customer service. 
Chris W.,5.0 star rating,09/30/21, A++ Energy and vitamin savings! , All in one! We add it to our daily smoothie and AG has made an amazing difference! 
Kelly K.,5.0 star rating,09/30/21, I love my Athletic Greens! , I love my Athletic Greens! It’s the best way to start my day and a key part to my journey toward health and a full life. 
Dale P.,5.0 star rating,09/30/21, Feel confident , I feel confident with the sourcing of the comprehensive supplements. Tasteful and easy to mix. 
Marcel C.,5.0 star rating,09/29/21, Amazing! ," If you look at the nutritional value of athletic green, you can see that it contains a big amount of vitamins and minerals wich replace almost all the supplement I used to buy. I'm from Canada, it cost more here than in the US, but it's still a better value than buying all those supplement individually.   The taste is great for a green pow...Read MoreRead more about review stating Amazing!der and it dissolve quickly with just a regular shaking bottle. I drank a lot of different green powders before and it's definitely one of the best tasting, but it's still not as tasty as a glass of juice for example. But the ingredients that are in this are very good and it's definitely worth it.   I have more energy, I feel also less bloated than before, probably due to the probiotics blend. It need to be refrigerated after opening.   All in all, I give it 5 stars for the way it makes me feel and also for reducing my vitamins and supplements bill every month. I will definitely reorder and recommend you all to do so.   Marcel Read LessRead less about review stating Amazing!"
Karli G.,5.0 star rating,09/29/21, two months and my body feels amazing! ," I have tried these green products from other retailers. I was skeptical. My dear friend said ""it is different, try it"". So I did and now both my husband I and I take it every morning! My body feels great! "
Jeffrey K.,5.0 star rating,09/29/21, Setting up my Daughter's Account , My customer service experience was excellent. They got the job done with curtesy and efficiency. 
Jonathan S.,5.0 star rating,09/29/21, Noticeable differences ," After only a few weeks of taking Athletic Greens daily, I noticed consistent and durable changes to my energy, physical endurance, and bowel regularity. More energy translated into an ability to focus longer. More endurance meant that my normal workouts weren’t fatiguing me as quickly as they normally would. Also you gotta love having consistent, ...Read MoreRead more about review stating Noticeable differenceshealthy bowel movements! I’d recommend Athletic greens if you’re looking for tangible differences for performance, recovery, and an overall sense of health and well-being. Read LessRead less about review stating Noticeable differences"
ALLISON R.,4.0 star rating,09/29/21, Tastes oK ," I have tried all the green drinks and I would say this one is somewhere in the middle of the pack in taste. Most seem to be an acquired taste and as time passes I mind the taste less, but this one never got better with time- "
Courtnie P.,5.0 star rating,09/29/21, Athletic greens , I love these greens! I haven’t found another that tastes as good or provides as many vitamins and minerals as well as some extra supplements. It saves me from having to buy multiple bottles each month and remember to take them all! 
Daniel M.,4.0 star rating,09/29/21, Worth the investment ," I do think this is much better than a handful of vitamins in the morning. I think my body actually absorbs most of the nutrients. The taste is not as great as advertised, but I cut it with about 2-4 oz of orange juice and 8-10 oz of water and it tastes pretty good that way. "
Kym D.,5.0 star rating,09/29/21, So good , Love the flavor and the energy boost! 
Jennifer W.,5.0 star rating,09/29/21, Amazing , Love starting my day with AG1. I feel great and love that I am getting so many amazing vitamins in one drink. 
Eric C.,4.0 star rating,09/29/21, Easy way to get my vitamins , Love the ease of use and taste great. Only complaint is the last little bit gets a bit gritty no matter how much I shake it mix. 
Deborah D.,5.0 star rating,09/29/21, Great product! ," I do love my Athletic Greens and feel I definitely benefit from this product. Great energy uplift when needed. I don’t drink it every morning as I should, but I do use it and will keep my subscription. Thank you! "
Leslie P.,5.0 star rating,09/29/21, Athletic greens ," Are exactly how Joe Rogan described, 1 scoop mixes with a cold bottle of water completely! No grit, no blender & it tastes good! My daughter & I love this product! "
Sharon B.,4.0 star rating,09/29/21, Great way to get Greens ," AG has a good taste, and i feel great! "
Edith M.,5.0 star rating,09/29/21, Every morning athletic greens , Love athletic greens. So convenient to mix every morning upon waking. It’s easily become a part of my morning routine! I’ve just started my third month and I’m very happy with AG1. 
Audrea L.,5.0 star rating,09/28/21, Feeling the benefits! ," I’m loving AG! My energy is better, my stomach is better, and I love having green juice every morning. "
Steve H.,4.0 star rating,09/28/21, I can feel the difference. , I can feel the difference. I have much more energy and generally feel much better. 
David G.,5.0 star rating,09/28/21, Satisfied customer , Athletic Greens came highly recommended by my doctor. I've been regularly using this supplement for about 5 yrs. A.G. was the first supplement I had ever taken that gave me an immediate change of perspective as concerning my diet/nutrition/Pease of mind. Big changes positive changes came in time. I am certainly grateful for it's introduction into ...Read MoreRead more about review stating Satisfied customermy life. Read LessRead less about review stating Satisfied customer
Rich,4.0 star rating,09/28/21, Self , This mixture of greens and nutrients helps this 70 plus guy start my day off right and stay fit. My daughter turned me on to this when she discovered it and she use it everyday. 
ashley s.,5.0 star rating,09/28/21, I’ve been extremely happy with ," I’ve been extremely happy with my purchase of athletic greens. My household and I take it in the morning during the end of our fasting window, and what a great and healthy morning ritual addition it has been! I can’t always get around to eating a ton of fresh veggies and leafy greens each day, so athletic greens helps me feel like I have a quick a...Read MoreRead more about review stating I’ve been extremely happy withnd easy baseline covered. The cost is high, but so long as I’m able to afford it, I feel like it’s a good investment for mine and my household’s health. Read LessRead less about review stating I’ve been extremely happy with"
Crystal L.,1.0 star rating,09/28/21, Taste terrible ," Wasted money, I couldn’t drink it "
Tim B.,5.0 star rating,09/28/21, My go-to every morning ," Ever since starting Athletic Greens, I've been able to cut back on caffeine and still maintain my energy levels throughout the day. Who knew 8 ounces could do all that? "
Trinity H.,3.0 star rating,09/28/21, I feel like I'm doing my body right by drinking it... ," but not my taste buds. It's fine, I can get it down but I wouldn't market it as ""tasty."" "
Christina S.,5.0 star rating,09/28/21, Love my AG! , Love my AG! 
Garrett W.,5.0 star rating,09/28/21, Excellent , Great product 
Troy H.,4.0 star rating,09/28/21, Great ," Great product. I do feel like I'm getting all my essentials in one drink. For whatever reason I never remembered a multivitamin, but I always remember this.. Tastes good too. It is a little pricey. Cant win 'em all. "
Jessica M.,5.0 star rating,09/28/21, Love , Love 
Penni C.,5.0 star rating,09/28/21, Feeling so much better with , Feeling so much better with athletic greens. It makes my body sing! 
Sarah S.,5.0 star rating,09/28/21, Awesome for on the go , The pouches are excellent for when I have to travel for work or for fun. It makes it easier and more accessible when in the pouches. I just grab as many pouches that I think I would need and it's one less thing to worry about. Great product in a convenient form. 
Gregory H.,5.0 star rating,09/28/21, Experience with Athletic Greens after 2 months ," My daily diet is far from perfect so I decided to add a supplement like Athletic Greens to try fill in some of the gaps. My wife and i have been taking Athletic Greens first thing every morning for 2 months now, my wife has been happy with what seems to be an increases rate in hair and nail growth. I have been enjoying the product and find it easy...Read MoreRead more about review stating Experience with Athletic Greens after 2 months to drink and often forget about my morning after having my Greens. Read LessRead less about review stating Experience with Athletic Greens after 2 months"
Amanda L.,5.0 star rating,09/28/21, Taste good and great service ," AG taste pretty good compared to some other supplement drinks. It doesn’t taste earthy or chalky. It might take a few days to adjust, I take it first thing in the morning and feel great! Customer service is great too, they have a quick response and have resolved all my issues with shipping in there past. "
Michael E.,5.0 star rating,09/28/21, Great addition to my morning shake! ," Live the taste, full of healthy goodness. I don't train without it. "
Charlene N.,5.0 star rating,09/27/21, Morning ritual. , I’ve been drinking this for a month now and I’m very happy with how these greens make me feel. They give me more energy and actually curbs my appetite which is a plus. I’ve experienced better focus and clarity. Love the flexibility of ordering as well. 
Mike R.,3.0 star rating,09/27/21, My morning ritual , Great start to the morning with Athletic Greens. Not sure how much it has actually changed my health but it is good to know I can get a vitamin-packed drink to start the day. 
Gary C.,4.0 star rating,09/27/21, GoodStuff , I feel good taking it for a full month now. Its helping me stay healthy and fit hard to say how much better I feel I was already taking other supplements this replaced a Multi vitamin and probiotics pill for me. It is a little costly the shaker bottle should be nicer for how much you pay for these reasons they don't get 5 stars 
Gerard G.,4.0 star rating,09/27/21, Great stuff , The flavor is pretty dang good and overall I feel like it's a nice added supplement to my diet. I've only used it for 1 month but I like it so far. 
Armand C.,5.0 star rating,09/27/21, Amazing Product! , I love my AG! Easy to use and my one stop shop for all my vitamins! 
Janine J.,5.0 star rating,09/27/21, Great! , Great! 
Lisa V.,5.0 star rating,09/27/21, I am happy I found you , Tastes delicious. I add athlete greens to some of my smoothies or have it alone. I have been using it for almost a year. I really enjoy it. Makes me feel good. 
Greg S.,5.0 star rating,09/27/21, Awesome , Feel better than any other multivitamin that I’ve used. 
Sal O.,5.0 star rating,09/27/21, Good product.I got the effects , Good product.I got the effects I expected from it.hope it be of help to others 
Chance M.,5.0 star rating,09/27/21, Great stuff! , I drink this every day and love it! I was skeptical about the monthly orders but love it now 
Patricia C.,5.0 star rating,09/27/21, Enjoying my greens. , Enjoying my greens. 
Lincoln M.,5.0 star rating,09/26/21, My life is better with Athletic Greens ," It's difficult to quantify the effects of nutritional changes on one's life. Some could be ""real"" physiological benefits; some could be placebo effect. What I can say is that I feel better, I sleep better, I have more energy, and my body often craves Athletic Greens at seemingly random intervals, even after I've already had it once in a day. The m...Read MoreRead more about review stating My life is better with Athletic Greensonthly subscription is a great value, and I keep a spare bag on hand to tide me over during postal delays and allow me to take an extra dose now and then. I feel much more confident that I'm getting what I need to keep my mind sharp and my body active. Read LessRead less about review stating My life is better with Athletic Greens"
Leslie R.,5.0 star rating,09/25/21, Perfect for Travel , I never leave home without my AG....on trips it the first thing I drink before leaving my hotel room. I love knowing that I am following my most important routine even on the move. 
