Jacob B.,5.0 star rating,11/10/21, Simplicity ," It is quick, easy and nutritious. Taste is not bad either. "
Yifan L.,5.0 star rating,11/10/21, The best supplement that I can get ," I've been taking AG for a few years now. On the side, I was also looking for other greens that make me feel the same way, help me digest and give me energy, but nothing can compare to how I feel when I am drinking AG. Appreciate the nutrients and the quality in the products! "
Bryce W.,4.0 star rating,11/10/21, Great Product , Sadly I will likely have to cancel my subscription in the next couple of months. Your product is great but honestly $79 a month just really adds up. Even a flat 75 could help. Thanks again 
Megan H.,5.0 star rating,11/10/21, Love AG! ," I’ve been taking AG for almost two months now and I’m wondering why I didn’t start using it sooner. I feel better, I have more energy, and I have the peace of mind that I’m getting the daily nutrition boost that I need! "
Maura L.,5.0 star rating,11/10/21, Makes me feel so good! , I personally think all greens taste horrible so I mix mine with lemon and it helps but this brand has allowed me to eliminate many vitamins and makes me feel soooo good!!! It has the largest complex of greatness compared to any other greens out there! Do your body a favor and get you some! :) 
Elizabeth J.,5.0 star rating,11/10/21, Start your morning right , I really like my greens to start my morning right 
Broc B.,4.0 star rating,11/10/21, Gives me energy in the , Gives me energy in the morning! 
Adrian C.,4.0 star rating,11/10/21, Love the product! Tastes way better than imagined. , I love the ease of getting Greens first thing in the morning! I'm very happy with the taste and nutrition involved. My only disappointment is that I cannot find it here in Canada and I have to pay a small fortune to get my Athletic Greens. Please bring it to Canada to make Canada healthier. 
Carole J.,5.0 star rating,11/10/21, Surprisingly awesome! ," I was looking for a change from my supplement and green smoothie routine and nearly every podcaster I like was endorsing this product. I was skeptical about the price and whether I would hate the taste, but I decided to try it and wow! I love this. Such an energy boost! And peace of mind knowing I’m getting so many good things in one scoop. Not delicious but tolerable—I’ve worked it in to my morning routine, I shake one up first thing before my tea and workouts. Great to also get the hydration. So much more convenient than the juicer:) Now husband has joined me and we’ve upped our subscription. "
Paula G.,4.0 star rating,11/10/21, Just way too expensive for , Just way too expensive for me. Love it though! 
Danielle W.,2.0 star rating,11/10/21, Too expensive , Too expensive 
Zachary K.,5.0 star rating,11/10/21, Loving my AG. Great way , Loving my AG. Great way to start out the day. Feeling healthier all around. 
Don R.,5.0 star rating,11/10/21, Great way to start my day! , Really enjoy starting my day with Athletic Greens. Easy and tasty way to get off to a healthy start. 
Christoph S.,4.0 star rating,11/10/21," Easy to drink, easy to digest "," I feel better with it. However, it was not a life changing boost in energy or similar. It is good to know that most nutrients are covered though. I am happy so far. "
Bobby B.,5.0 star rating,11/10/21, Great , Great 
Perry S.,4.0 star rating,11/10/21, almost perfect , I love this product. But I would prefer to be able to get it on Amazon. Thats the only reason I don't give it 5 stars. 
Andy D.,5.0 star rating,11/10/21, Daily start up , Each morning my mental well being is amplified with these greens. They have been apart of my days for the past 6 Mon this now and I genuinely love them. I am truly grateful they are available . 
Sandy S.,5.0 star rating,11/10/21, Fantastic , The AG1 tastes great. I feel great and take every morning. I add Collegen to this as an all rounder. Delivery to Australia was fast and customer service excellent 
Mariella S.,3.0 star rating,11/10/21, Very expensive and did not , Very expensive and did not feel a difference 
Diane H.,4.0 star rating,11/10/21, Australian purchases , I LOVE Athletic Greens! Its expensive to buy in Australia :-( - can we purchase directly from New Zealand and save the transportation and the planet 
Linaris F.,5.0 star rating,11/09/21, Super satisfied customer ," I’m going on 2 years now with AG1. Never been happier. Great product, great service. "
Cree G.,5.0 star rating,11/09/21, I can tell when I don't take AG1 ," It may sound crazy, but there's a noticeable difference when I don't take AG1 "
Bill C.,5.0 star rating,11/09/21, Never felt better , I've been taking the Greens for 1-1/2 months now and I have never felt better. I do intermittent fasting so I do not take the Greens until 12-12:30 and then break my fast at 1:00. 
Marko Z.,4.0 star rating,11/09/21, Its ok , Its ok 
Berenise E.,1.0 star rating,11/09/21, Disappointed , Did not notice a difference in energy levels or overall effect 
Mary F.,5.0 star rating,11/09/21, To health , I am happy to have found such a great supplement that tastes great. I use it every day to break my fast. 
Nesho S.,5.0 star rating,11/09/21, My favorite supplement! , My favorite supplement! 
Michelene R.,3.0 star rating,11/09/21," Seems beneficial, hard to get full amount down "," It doesn't go down as easy as I'd like. I do feel there are benefits, but haven't been able to take it every day. "
Jeremy B.,5.0 star rating,11/09/21, Great quality! , So helpful to get my greens and probiotics in an easy to drink mix first thing in the morning. 
Melissa R.,5.0 star rating,11/09/21, Love 💕 it! ," Super easy to incorporate in my morning routine, starting each day off doing something good for myself. Love the taste as a stand alone in just water or in my smoothie! "
Branson L.,5.0 star rating,11/09/21, Athletic Greens , I like the AG drink. I blend in the morning with a banana and it fills me up for several hours. I like the ingredients. A healthy way to start off my day! 
Laurence D.,5.0 star rating,11/09/21, Energy in a bottle! ," I love having my AG1 drink after a workout. It gives me energy plus it very satiating until I get back home to get a pre-workout snack. The taste is great and it is so convenient, even when I'm travelling. I'm a big fan of this product. "
JB H.,5.0 star rating,11/09/21, Love Athletic Greens , It’s become a part of our daily routine in our house to have all have our glass of greens. 
Ryan M.,3.0 star rating,11/09/21," Everything has been just fine, "," Everything has been just fine, nothing exceptional. Currently considering whether I continue or not... "
Grant S.,5.0 star rating,11/09/21, 👍 , 👍 
Michael R.,5.0 star rating,11/09/21, Overall great experience. , Overall great experience. 
Andrea N.,5.0 star rating,11/09/21, Great stuff! , Great stuff! 
Maggie A.,5.0 star rating,11/09/21, Great Product!! , This product gives me the added energy I need to get through the day! Goodbye to those 3pm crashes! 
george m.,5.0 star rating,11/09/21, Enjoying my AG1 , I like the ease of mixing it first thing in morning and getting all the nutrients my body need. 
Laila S.,3.0 star rating,11/09/21, No noticeable difference ," I have been using it for almost to no noticeable effect. For now, I’m living off a a placebo effect that it’s supposed to be good for me. Will keep observing. "
Todd V.,5.0 star rating,11/09/21, Great stuff , I feel a lot better now that I have made athletic greens part of my lifestyle. 
Diane B.,5.0 star rating,11/09/21, Good for me , I like the taste of AG and my main reason I take it daily is for all the benefits and knowing it’s good for me to take all the greens that my body needs to function well and strong during my training and long runs. 
Jean C.,5.0 star rating,11/09/21, So convenient , Literally all your nutritional needs in one bottle. Don’t miss out! 
Scott K.,5.0 star rating,11/08/21, AG1 , Excellent customer service 
Elaine H.,5.0 star rating,11/08/21, great! , great! 
Randy P.,3.0 star rating,11/08/21, Taste is not great , Taste is not great 
Kristen M.,5.0 star rating,11/08/21, They have been so helpful ," They have been so helpful for creating consistency. It had been challenging getting into a routine with taking vitamins in the past. Although, I usually drink a glass of water when I first wake up, now I just add the athletic greens to my water! I’ve also seen an improvement with my health! Love them. "
Julianne H.,5.0 star rating,11/08/21, Amazing stuff! , I have been taking athletic greens since July 2021 and my energy levels I have never been better! I exercise most days and this gets me up and ready to start my day- 1 ice cube and I’m good to go! 
Maripat W.,3.0 star rating,11/08/21, New to Greens , After 30+ days not fully loving 
MATTHEW M.,3.0 star rating,11/08/21, The greens are good but the pouch could improve , Overall good. I like the athletic greens for it's simplicity.   pouring it to a better container similar to how I store my coffee. 
Shiva S.,5.0 star rating,11/08/21, I juest feel better , I take my greens in the morning. Have been taking AG1 for the past 2 months and I am thankful I got the yearly subscription. Sleep is good and skin feels good! :-) 
Gina S.,5.0 star rating,11/07/21, Good product ," The taste could be better, but the product is great. I bought a subscription for my son in college and he likes it two. "
Russel W.,5.0 star rating,11/07/21, Perfect , Perfect 
Waylae G.,5.0 star rating,11/06/21," Expensive, but nice product "," It tastes great, can't complain how I feel taking it everyday, and I guess I'm willing to shell out $100 a month to feel that way, so they got me for now. "
Yuri O.,4.0 star rating,11/06/21, I love athletic greens , I love athletic greens although the cost is prohibitive from continuing. 
Julia A.,5.0 star rating,11/06/21, Great so far! And tasty too! ," Saw this product on a photo shoot and all the ingredients and quality sounded as if it was exactly what I needed and had been looking for..all in one- kinda thing so I bought the subscription and have loved it! Two months in and it’s been great. The travel packages are a huuuge plus, and with the shaker bottle, were perfect for my latest trip! "
Haley M.,4.0 star rating,11/06/21, Great product but hard to plan for ," Love the product and how it makes me feel, but I find it hard to plan for delivery cadence when I take it roughly 5x weekly. I understand the product encourages every day use, but I would love better guidance around how folks who aren’t every day users can ship on a good cadence that doesn’t leave them feeling overwhelmed (especially for a product that comes in at around $100 per order!) "
josh S.,2.0 star rating,11/06/21," fine, but too expensive "," AG is a good source of daily vitamins, but it's too expensive for my budget. "
Heather H.,5.0 star rating,11/06/21, Feel clean & energetic ," I love this product. I’ve been using for a month, feel lighter, more energetic & motivated. I mix it with water and a splash of juice to add sweetness. "
Stuart H.,5.0 star rating,11/06/21, Excellent product. Makes me feel , Excellent product. Makes me feel good mentally and physically 
Michelle A.,5.0 star rating,11/06/21, Great way to start the day! ," I travel often, so I really love the AG pouches. Even on days when I don’t eat the way I’d like to, I feel like AG has me covered. Since starting AG, I’ve definitely noticed an improvement in my workouts too. "
Teresa L.,5.0 star rating,11/06/21, Athletic Greens Rock! , I struggle eating enough veggies throughout the day. Athletic Greens solve this issue. It taste good even in just water! I also LOVE the travel packs. No reason to miss! 
Svetlana L.,5.0 star rating,11/06/21, Gives me energy and got , Gives me energy and got used to the taste so now it’s actually nice 
Sarah S.,5.0 star rating,11/06/21, Love it never miss a , Love it never miss a day ! 
joe m.,5.0 star rating,11/06/21, Game changer , Game changer-I decided to try Athletic Greens because I heard about it on Lance Armstrong’s podcast. I’m fit and active at 60 years old. I’m an avid cyclist still riding at a fairly high level of performance. I’ve never had a product I have such a profound effect on not only my athletic performance but my day-to-day energy level and feeling of well-being. I noticed results with Athletic Greens within a week of starting to take them. I’m a believer and would recommend this product to anyone who wants to feel better and have more energy. 
Susan R.,2.0 star rating,11/06/21, Taste , Didn’t cate for the taste 
Cannon S.,4.0 star rating,11/06/21, Exceptional product but a tad expensive , I've thoroughly enjoyed Athletic Greens for the past 2 months but I have to say it is quite pricey compared to the typical multivitamin routine. It will definitely help you get your day started and feel fantastic.  
Chrystol B.,5.0 star rating,11/06/21, Love it , Tastes fresh. Love drinking with cold water or adding to my smoothies!! 
Ken D.,5.0 star rating,11/05/21, Extra energy , The greens have gave me extra energy for my 5am work outs. Really enjoying them. 
Lori D.,4.0 star rating,11/05/21, Green goodness ," I actually like the taste of athletic greens! And I loved the “free gifts “ - single serve travel pouches , d3 drops, ceramic canister and water bottle . I just wish it wasn’t so expensive . Not sure I can keep up the subscription at this price "
Benjamin F.,5.0 star rating,11/05/21," Convenient, tasty, no-fuss. Sets me "," Convenient, tasty, no-fuss. Sets me up for the day and makes me feel smart for having chosen optimal health. "
Linda H.,5.0 star rating,11/05/21, Excellent way to start my , Excellent way to start my day! Thank you for this great product! 
Aaron D.,5.0 star rating,11/05/21, Thanks for making it easy , Thanks for making it easy to control my subscription 
James P.,5.0 star rating,11/05/21, I feel amazin!! , I feel amazin!! 
Charles E.,5.0 star rating,11/05/21, Working great! ," Into my 2nd month, using it every day. I can feel the difference in energy and probiotic effects.  "
Becky C.,5.0 star rating,11/05/21," More energy, tastes great, better bowels "," I am loving my athletic greens! I no longer have an afternoon slump. I have energy all day. I have noticed a difference in my focus, I am getting a lot more done in the day. Another very clear Datapoint is that my bowels are moving very regularly and look healthy! I have tried a lot of greens and this one taste the best. I can drink it with just water and it’s refreshing. I actually look forward to my athletic greens every morning. "
Janis Y.,5.0 star rating,11/05/21, Use of Athletic Greens ," I drink 12 ounces every morning before having coffee or breakfast. I actually enjoy the taste. But I haven't noticed that it has made an impact on my overall well-being - energy, etc. I'm in it for the long haul so we'll see. "
Stephen S.,5.0 star rating,11/05/21, On to 2nd month and , On to 2nd month and loving the start of the day with good nutrition. 
Shine B.,5.0 star rating,11/05/21, Beats any multivitamins ," Health benefits have been noticeable on AG, improved energy and digestion is evident. Glad there isn't any nausea, which I used to get from multivitamins. Cons: Taste is definitely not my favorite, last few sips are the most difficult due to the undissolved particles. Addition of liquid fish oil along with D3 and K2 would be perfect, but I understand if it isn't feasible. "
Eugene D.,4.0 star rating,11/05/21, Great taste and helps me , Great taste and helps me start the day right! 
Leah F.,2.0 star rating,11/04/21, On month 2. Haven’t had , On month 2. Haven’t had any noticeable changes. 
Jared G.,5.0 star rating,11/04/21, Love it! , I’ve replaced my morning coffee with athletic greens. It’s very energizing and has been able to wake me up while providing a calm mood. The vitamin content is noticeable and I definitely feel better since starting. 
Yamil G.,4.0 star rating,11/04/21," Prices still could be better, "," Prices still could be better, but overall (given all the ingredients) I think AG is a great product. "
Caleb S.,5.0 star rating,11/04/21, solid , great 
Elspeth A.,5.0 star rating,11/04/21, Love this product ," This drink makes me feel good. I notice when I miss a couple of days. And I am very happy knowing I have a solid, nutritious start to my day. "
Patricia 3.,5.0 star rating,11/04/21, Love my AG , Love my AG 
Christopher F.,5.0 star rating,11/04/21, Great product. , Very expensive. And $9 for shipping is excessive. 
scott z.,5.0 star rating,11/04/21, Made all the difference! , More Energy and Focus! Days more fulfilled when started with AG! 
Jamie W.,5.0 star rating,11/04/21," Thank you, very impressed ", Feeling great - Love it! Athletic Greens have become my daily mid morning dose of goodness. I've tried other products before and this one is far superior. 
James B.,5.0 star rating,11/04/21, . , . 
Hesham A.,5.0 star rating,11/04/21, 1 month in , Love this product. I highly recommend it especially if you looking for something good to start your day off with. This has become a part of my daily routine. Love it 
Reuben H.,4.0 star rating,11/04/21, Taste good. , Ag1 taste really good but it is a little expensive. 
Czar K.,5.0 star rating,11/04/21, Great , I love it 
Andrea K.,1.0 star rating,11/03/21, i am not finding a , i am not finding a huge difference 
Ron Y.,4.0 star rating,11/03/21, I am really wondering what , I am really wondering what this is doing for me. I am thinking about stop taking it. 
DYLAN S.,5.0 star rating,11/03/21, Amazing product , Simplifies my daily needs for essentials and gives me peace of mind for my immune system. Love the product! 
Chris W.,2.0 star rating,11/03/21, Meh , Flavor was ok but too expensive 
Sarah G.,5.0 star rating,11/03/21, Morning Ritual , AG has helped me to solidify my morning ritual and overall commitment to well being. It’s also the most palatable greens I’ve had. It mixes and tastes great in anything. 
RALPH V.,4.0 star rating,11/03/21, It’s good….still trying to get , It’s good….still trying to get over the after taste… 
Leah L.,5.0 star rating,11/03/21, AG Helping Me Thrive , I always select to take my AG on my workout days. It gives me a boost of feel good sustained energy compared to my vegan vitamins and supplements. I get a little extra out of my day.  ait a little longer. 
C. G.,5.0 star rating,11/03/21, Excellent product ," Tasty and easy to use. I noticed a difference from day one! (Coffee cravings gone, without even trying, from 1 pot a day to 1 cup). Increased energy and overall health. Customer service is excellent. "
Kenneth F.,4.0 star rating,11/03/21, 4/5 for price , Love the daily greens but wold like some relief on price 
Kerry D.,3.0 star rating,11/03/21, Great Taste with no Benefits? , Love the product and the taste. Unfortunately had no good benefits for me and the cost is a little much. 
Shon Z.,5.0 star rating,11/03/21, Love Ma AG1 , My wife and I both have found that AG1 has added some energy in the morning and allows to fast until later in the day to eat our first meal. If we need the fuel for a big we just drink it before we eat. It has been a great addition to our daily regimen. 
Matthew N.,3.0 star rating,11/03/21, The product is outstanding as , The product is outstanding as usual. Order processing and shipping is very slow. 
George W.,4.0 star rating,11/03/21, Love it ," Great taste, poor packaging, very expensive, invigorating, easy to make, pretentious, delicious, definitely buy again. Lower your price. "
James R.,5.0 star rating,11/03/21, Good , Good 
Clare C.,5.0 star rating,11/03/21, Superpower from our daily green juice! , Such a great way to start the day. I have energy that I’ve never had before and my gut health has improved which makes such a difference to so many different aspects of overall health. I was skeptical to start with but within a couple of days of taking this it made a huge difference. Cannot start the day without it now! 
Chris M.,5.0 star rating,11/03/21, Stuff really works. I definitely , Stuff really works. I definitely feel more focused throughout the day 
Richard M.,5.0 star rating,11/03/21, No more coffee! , Amazing! Some mornings I forget to drink coffee… at least I don’t remember needing to drink coffee 😎 
Ramon B.,5.0 star rating,11/03/21, A great product with great consequences , Have been consistently drinking Athletic Greens for almost two months now and I feel great! My energy levels are through the roof and i feel really fresh a rejuvenated. AG1 is super tasty and easy to prepare. Athletic Greens is a must!! 
Josh T.,5.0 star rating,11/03/21, Taste great 👍 , Taste great 👍 
Emerald S.,4.0 star rating,11/03/21," Easy to use, no need "," Easy to use, no need for 8 different pills! "
Lamont R.,5.0 star rating,11/03/21, Perfect! , Great product. No need to buy individual vitamin supplements anymore. 
RebeccaRebecca S.,5.0 star rating,11/02/21, Amazing!!! , Love this product and can’t say enough good things about it! 
Tania G.,5.0 star rating,11/02/21, Tastes great! I have them , Tastes great! I have them just about every day! 
gregory g.,5.0 star rating,11/02/21, Now that I have been ," Now that I have been taking Athletic Greens for a couple of months, I am feeling better and sleeping better. I plan to continue taking them instead of a vitamin pill. "
Kevin D.,5.0 star rating,11/02/21, great product and service. , great product and service. 
Tony I.,5.0 star rating,11/02/21, Great product love it , Great product love it 
Anna K.,5.0 star rating,11/02/21, Customer Happiness Team - It’s name is true ," I was SO impressed and thankful. I had been calling apartment complex, calling neighbors, reaching out to USPS… looking for my package that was supposed to have arrived three weeks ago.  re than that and just sent another.  "
Jennifer M.,5.0 star rating,11/02/21, The BEST!! ," I LOVE AG! I’m on my second month and I have no question about continuing my subscription! AG is the only supplement I have ever taken where I can feel a difference. My energy has increased, I feel less tired, and my poop is regular!! Yaaay! I really like the taste. I add about 5 ice cubes then shake it up. Gets frothy and super cold that way! "
ZACHARY F.,5.0 star rating,11/02/21, Great product ," Good taste, great product. My body actually craves it in the morning now. Digests well. Very satisfied! "
SEAN L.,5.0 star rating,11/02/21, Love athletic greens , Tastes great and makes me feel great! What an awesome product! 
Marie-Claude P.,5.0 star rating,11/02/21, Surpassed my expectations! ," I live and work abroad (in South Asia), so getting my hands on my own Athletic Greens was no small feat! It makes it all the most worthwhile when I enjoy some in a cold glass with ice cubes. Good taste and worth using to supplement my diet in a new environment. "
Elizabeth H.,5.0 star rating,11/02/21, Love it , Love it 
Sean S.,2.0 star rating,11/02/21, Too expensive , Too expensive 
Vickie J.,5.0 star rating,11/02/21, So far. I think it , So far. I think it works and so does my dad. I'll know for sure a little further down the line ;) 
Melanie J.,5.0 star rating,11/02/21, Great taste , Tastes great!!! 
Carleen G.,5.0 star rating,11/02/21, Great product , AG1 has a great taste and provides a full spectrum of vitamins and micronutrients. It would be nearly impossible to get all the nutrients in AG1 through diet alone. 
Sheldon V.,1.0 star rating,11/02/21, Way too expensive , Way too expensive 
Jeffrey K.,1.0 star rating,11/02/21, No change , Not feeling any different 
Ambie,5.0 star rating,11/02/21, Fast Delivery/ High Quality , I decided I needed to step up my nutrition on a Friday afternoon and my AG arrived the following Monday morning. #No Excuses. The packaging and containers they provide are just beautiful. 
Kathleen M.,3.0 star rating,11/01/21, Taste , Taste is terrible 
Cody S.,4.0 star rating,11/01/21," Great product, easy to drink "," Great product, easy to drink too. "
Kenneth P.,4.0 star rating,11/01/21, AG1 Review ," I have enjoyed your product, the benefits are good as I have felt a lot better after taking them. Though the powder, even when mixed with a blender bottle doesn't completely mix with the water leaving a collection of foam and powder at the top of the drink. Other than that I think athletic greens is a great product for health. "
Payton H.,4.0 star rating,11/01/21, Too expensive ," It’s a good product and I believe it works, however the price per serving is too expensive. "
Veronica L.,5.0 star rating,11/01/21, I feel healthier & more , I feel healthier & more energy. I rarely eat greens so this stuff is great. I get everything I need 
Connie H.,5.0 star rating,11/01/21, Love AG1 ," I really like AG1, it taste great and I feel better, more energy and I don't get that afternoon lull anymore. I even got my husband to take it and he is picky about different flavors and tastes. "
scott s.,5.0 star rating,11/01/21, Very good the first thing , Very good the first thing I do in the morning us drink my athletics greens 
Dusty N.,3.0 star rating,11/01/21," the greens are great, price not so great ", They are the best greens I have tried but for almost 100 a month I choose to look for others. 
Kyle C.,5.0 star rating,11/01/21, We love it , Wife and I love it 
Leslie R.,5.0 star rating,11/01/21, Great way to start your day ☀️ ," Love this fresh, healthy, way to start my day! "
Sally L.,5.0 star rating,11/01/21, My morning routine , Love my athletic greens so much! I look forward to it every morning. 
Marian a.,2.0 star rating,11/01/21, Tastes Great but expensive ," While this tastes great, it’s expensive & honestly I have been using for a month & have felt no difference in my body. So it’s too expensive to buy just for the taste. "
Nicky M.,5.0 star rating,11/01/21, Really enjoying it! ," I like the new look, I’ve started drinking smoothies with AG1 so I will need at least a week to feel the effects, I felt a good energy level today! "
Eric C.,5.0 star rating,11/01/21, Ease of use! , The AG1 powder is extremely easy to use. 8 ounces of water and one scoop of AG1 and you have a whole days worth of nutrients that will do your body good! Easy to shake up and mix. Goes down very well with a taste that seems to get better every week. To health and nutrients ❤️ 
Priya T.,4.0 star rating,11/01/21," Tastes great, easy way to "," Tastes great, easy way to get nutrients. "
Connie F.,5.0 star rating,10/31/21, Great stuff love it , Great stuff love it 
Jolene S.,5.0 star rating,10/31/21, Feeling great and have more , Feeling great and have more energy than I’ve had in a long time! 
Nancy H.,5.0 star rating,10/31/21," I have more energy, sleep "," I have more energy, sleep better, and glowing skin! I love it! "
Paulina L.,4.0 star rating,10/30/21, I like the concept and taste ," I like the concept and taste, but can't say I noticed any results. One packet is a month worth and definitely on a pricey side for a nutritional supplement. "
James J.,5.0 star rating,10/30/21, Athletic Greens , I drink a glass first thing every morning and almost immediately feel ready to take on the day. I've all but quit drinking coffee. 
Brittany L.,5.0 star rating,10/30/21, Go green ," People lie so, It’s nice to feel like I trust a company. The flavor for me, personally it is not great. BUT 8oz goes down fast and feels good knowing you gave your body quality. Thanks AG. "
Jason D.,4.0 star rating,10/30/21," Good, but doesn't dissolve smoothly "," These greens are full of great ingredients without any weird taste. The only downside is that it is hard to get the powder to dissolve smoothly. Even when very thoroughly mixed, there tends to be a thin green film around the outside and it is a little gritty at the bottom if you don't drink quickly or remix as you drink. I have no complaints and it's certainly not worth over processing or adding any chemicals to make the drink more smooth. "
Lucas O.,1.0 star rating,10/30/21, Did not taste good have , Did not taste good have had other products it taste better 
Monica K.,5.0 star rating,10/30/21, I like it lots ," Athletic Greens is now part of my morning routine. Two months in and I have nothing but love for this product. Squeezing in all the the essentials has never been easier, certainly freeing up mind space for living. "
Andy K.,5.0 star rating,10/30/21, Loving Athletic Greens ," I love the fact that I can get so many great nutrients in a tasty, and easy to use product. Thank you Athletic Greens for keeping us healthy! "
Eric F.,4.0 star rating,10/30/21, I would give 5 stars if it was more affordable , Happy with the product but just wish it was more affordable 
Eric D.,5.0 star rating,10/30/21, Great stuff! , Love the product plan to get more soon 
Carlos R.,4.0 star rating,10/29/21, Love it , I really enjoy how Athletic Greens makes me feel. I just wish it was a little less expensive. 
Alexander S.,3.0 star rating,10/29/21, Ag1 tastes diluted ," Maybe it's the fact that each batch has a different distribution, and this is only my third one, but the AG1 labeled pouch contents taste a little flat and flavorless; not the nostalgic flintstone multivitamins I have grown to enjoy "
Miriam T.,5.0 star rating,10/29/21, Excellent supplement , I use Athletic Greens 4 times a week in smoothies. I’m assured that I get high quality greens every day! 
Kate H.,3.0 star rating,10/29/21," Great product, just too expensive. "," I really enjoyed taking these, but stopped only due to cost. "
Emily W.,5.0 star rating,10/29/21, Loving Athletic Greens! , I love the way it tastes and the day long energy it provides! 
Jonathan P.,5.0 star rating,10/29/21, Really feel more energized throughout , Really feel more energized throughout the day 
Keith B.,5.0 star rating,10/29/21," Feel good, great taste, high levels of nutrition ", I look forward every morning to taking my AG. 
lorraine D.,5.0 star rating,10/29/21, Great product! , I am feeling healthier and have more energy since I started taking athletic greens. Thank you ! :) 
Carrie R.,5.0 star rating,10/29/21, Feel Great! ," Athletic Greens are awesome. I have noticed that I have more energy, and my digestion has improved tremendously. "
Ryan V.,5.0 star rating,10/29/21," Tastes good, I feel good "," Tastes good, I feel good "
Heather A.,2.0 star rating,10/29/21, Not for us ," We were searching for a “one stop shop” vitamin/supplement and unfortunately the is isn’t it for us. Flavor is intense, very gritty and just don’t feel the it one the body like expected. "
Renee R.,5.0 star rating,10/29/21, Great product , Great product 
Anthony A.,5.0 star rating,10/29/21, Yummy for a green juice ," I can’t lie, it’s pretty good 👍🏻 "
Nathan G.,5.0 star rating,10/29/21, Love this product , I don't go a day without Athletic Greens. I feel worlds better. I am not a huge fan of the bottle provided to mix. 
Daran E.,3.0 star rating,10/29/21, Tastes good and probably good for you ," I trust this is a nutritious supplement but it's quite the financial outlay for the average bloke, without any obvious performance benefit. "
Aurora B.,5.0 star rating,10/29/21, I love it , I love it 
Michael R.,5.0 star rating,10/29/21, Fantastic Product , Quality Healthy Product that I enjoy every morning! 
Connor O.,5.0 star rating,10/29/21, Great company. , Quick review just to say very happy. 
Matt P.,5.0 star rating,10/29/21, Great product , Great product 
Lynn C.,5.0 star rating,10/29/21, Amazing Product with very good , Amazing Product with very good health benefits. 
Hyrum F.,5.0 star rating,10/28/21, Great Addition to my Day ," Taste great and are an awesome way to ensure I'm getting highly absorbable, quality vitamins and nutrients each day "
Jack T.,4.0 star rating,10/28/21, Gritty , Athletic Greens don't fully dissolve in water even if left overnight leaving a gritty texture. The flavor is otherwise fine. 
James F.,5.0 star rating,10/28/21, Powerful! , I love Athletic Greens! I feel powerful after a full drink of it! 
Connor C.,4.0 star rating,10/28/21," Good product, somewhat expensive "," Good product, somewhat expensive "
Travis D.,5.0 star rating,10/28/21, Game changer! , Why didn’t I get into this sooner!  
Kevin K.,5.0 star rating,10/28/21, Wonderful experience , Great product. So simple... and the ease of use could not be better. AG really delivered on what it promised. Highly recommend. 
Joe A.,5.0 star rating,10/28/21, Energy , I have been using this for several months now. I take 1/2 scoop in the morning and another 1/2 scoop in the early afternoon. I know it is helping my energy level. I also run a lot and carry a water mixed with AGI to drink after my run. At age 60 it helps my recovery. 
Debi H.,3.0 star rating,10/28/21, tastes good , looks gross but tastes surprisingly pleasant 
Ann R.,5.0 star rating,10/28/21, Life and mood altering ," Loving Athletic Greens, very quickly I noticed a difference in how I felt. If I miss one day I realize what a positive effect it has made. Thank you, Athletic Greens you are my new daily morning routine. "
Geraldine S.,5.0 star rating,10/28/21, Amazing product!!!! ," Such a complete supplement, sadly I cannot afford it right now "
mario h.,5.0 star rating,10/28/21," Great product, "," AG1 is a great insurance policy, This way I know even if my diet is not spot on I am getting all the essentials "
Kendra C.,4.0 star rating,10/28/21, Skip the night out - invest in your body ," Day 2 and both days I feel more energy and less brain fog. It may be pricey, but if I'm going to put extra funds toward anything, my health and body seem like the smartest investment. "
Elizabeth Z.,5.0 star rating,10/28/21, Fantastic , Fantastic 
Matthew W.,2.0 star rating,10/28/21," good, but unnecessarily expensive "," worked well and tasted better than others, unfortunately its too expensive to routinely purchase. "
Mindy S.,5.0 star rating,10/28/21, Great energy , Great energy 
Kenneth D.,5.0 star rating,10/28/21, Thank You ," I wanted to provide you some feedback of a different nature. I am an avid cyclist who suffered a serious crash over the summer that severely impaired my ability to eat, swallow, speak and so forth. As health/fitness was and is a lifestyle ...pre accident I took daily vitamins/supplements. Post accident my regular vitamin routine of swallowing pills small to ""horse size"" was no longer viable. Yet health and recovery were paramount. That is when I found Athletic Greens. I love the brand and of course have found in one serving a replacement for things I used to supplement and no longer could...and in an easily digested mix. Adding AG to my smoothies or simply with a glass of water first thing in the morning has become part of my new health regimen. Love the taste, convenience and quality. Thanks!! "
Miguel B.,5.0 star rating,10/28/21, Awesome Product ," This product is so “complete”! I drink it every day first thing in the morning. Has everything I was looking for, tastes great, and very convenient and easy to prepare! "
Jordan R.,5.0 star rating,10/28/21, Tastes great , I love this stuff. Great way to supplement your healthy eating. High quality. I don’t like the subscription business model though. 
Oliver K.,5.0 star rating,10/28/21, whole package , Pleasant experience. Hassle free. Responsive. 
Juliet H.,5.0 star rating,10/28/21, Love starting my day with it , Improved energy and decreased sugar cravings 
Holly R.,5.0 star rating,10/28/21, I feel like I’m getting , I feel like I’m getting the nutrition I very much need. 
Bryan l.,4.0 star rating,10/28/21, Great product , Great product just a little on the pricey side 
Matthew M.,5.0 star rating,10/28/21, Superior quality athletic greens! ," These are truly the best tasting greens on the market, something you actually look forward to drinking first thing in the morning! "
